hex,lat,lon,n_focos,riesgo_alto,proba_oof,elevacion,temp_media,precip_anual,viento_medio,humedad_relativa,dist_asentamiento_km,dist_ruta_km,cobertura_veg
85cf880bfffffff,-46.169,-71.912,4.0,0,0.039821003,1861.0,4.03,496.4,5.81,79.59,47.351,34.955,suelo_desnudo
85cf880ffffffff,-46.108,-72.1,2.0,0,0.023048658,530.0,4.03,496.4,5.81,79.59,60.783,41.28,pastizal
85cf8813fffffff,-46.411,-72.037,2.0,0,0.06129652,1472.0,4.03,496.4,5.81,79.59,34.796,62.844,suelo_desnudo
85cf881bfffffff,-46.32,-71.88,169.0,1,0.12007394,202.0,4.03,496.4,5.81,79.59,31.776,48.276,pastizal
85cf882bfffffff,-45.896,-72.319,1.0,0,0.10778936,526.0,2.75,945.35,3.86,88.98,72.839,52.321,bosque
85cf884ffffffff,-45.987,-71.602,5.0,0,0.28241605,619.0,4.56,584.0,4.22,81.31,48.577,5.513,pastizal
85cf8853fffffff,-46.288,-71.536,1.0,0,0.45993242,242.0,4.56,584.0,4.22,81.31,29.552,37.498,pastizal
85cf8857fffffff,-46.229,-71.724,5.0,0,0.08126332,1044.0,4.56,584.0,4.22,81.31,36.092,33.956,pastizal
85cf885bfffffff,-46.197,-71.382,1.0,0,0.09251897,886.0,4.56,584.0,4.22,81.31,43.221,29.259,pastizal
85cf8863fffffff,-45.866,-71.976,6.0,0,0.062594526,715.0,4.56,584.0,4.22,81.31,49.661,26.253,pastizal
85cf8867fffffff,-45.806,-72.163,7.0,0,0.02107141,685.0,4.56,584.0,4.22,81.31,57.325,42.004,bosque
85cf886bfffffff,-45.776,-71.822,6.0,0,0.17642376,625.0,4.56,584.0,4.22,81.31,34.061,20.638,pastizal
85cf886ffffffff,-45.715,-72.008,7.0,0,0.1579618,514.0,4.56,584.0,4.22,81.31,41.998,35.862,pastizal
85cf8877fffffff,-45.957,-72.132,1.0,0,0.014339537,780.0,4.56,584.0,4.22,81.31,65.326,38.02,bosque
85cf887bfffffff,-45.927,-71.789,1.0,0,0.016311014,675.0,4.56,584.0,4.22,81.31,46.455,11.271,pastizal
85cf8883fffffff,-46.653,-72.162,52.0,0,0.020119123,1756.0,4.03,496.4,5.81,79.59,42.374,91.225,suelo_desnudo
85cf8887fffffff,-46.593,-72.352,49.0,0,0.013725153,202.0,4.03,496.4,5.81,79.59,55.596,92.996,agua
85cf888ffffffff,-46.502,-72.194,5.0,0,0.037730683,415.0,4.03,496.4,5.81,79.59,43.657,77.765,bosque
85cf88a7fffffff,-46.318,-72.762,1.0,0,0.034960747,451.0,3.93,558.45,4.29,82.67,90.737,97.275,bosque
85cf88b3fffffff,-46.532,-72.542,9.0,0,0.07102138,1520.0,3.93,558.45,4.29,82.67,70.028,97.418,suelo_desnudo
85cf88b7fffffff,-46.47,-72.732,1.0,0,0.050145127,613.0,3.93,558.45,4.29,82.67,85.072,104.165,bosque
85cf88bbfffffff,-46.441,-72.383,5.0,0,0.02406454,830.0,3.93,558.45,4.29,82.67,59.139,81.665,suelo_desnudo
85cf88c3fffffff,-46.53,-71.659,17.0,0,0.3472625,208.0,4.03,496.4,5.81,79.59,2.926,56.359,pastizal
85cf88c7fffffff,-46.471,-71.848,3.0,0,0.041755296,202.0,4.03,496.4,5.81,79.59,18.819,62.489,agua
85cf88cffffffff,-46.379,-71.692,3.0,0,0.054792985,202.0,4.03,496.4,5.81,79.59,19.174,49.248,agua
85cf88d3fffffff,-46.681,-71.626,33.0,0,0.081379354,664.0,4.03,496.4,5.81,79.59,14.493,53.759,pastizal
85cf88dbfffffff,-46.59,-71.47,1.0,0,0.23653196,210.0,4.03,496.4,5.81,79.59,12.985,41.536,matorral
85cf8903fffffff,-45.826,-73.385,1.0,0,0.016687801,478.0,4.63,1474.6,2.81,90.49,148.267,135.446,bosque
85cf8913fffffff,-45.978,-73.357,1.0,0,0.00628585,620.0,4.63,1474.6,2.81,90.49,147.486,132.914,bosque
85cf8943fffffff,-45.71,-72.88,1.0,0,0.020965904,454.0,6.11,1730.1,2.45,89.95,107.345,98.643,bosque
85cf899bfffffff,-46.284,-73.3,1.0,0,0.052033827,427.0,6.92,1489.2,2.63,88.74,131.84,134.397,bosque
85cf89c7fffffff,-46.041,-73.168,4.0,0,0.033663254,984.0,4.63,1474.6,2.81,90.49,131.3,118.891,bosque
85cf8a07fffffff,-45.564,-71.178,1.0,0,0.023692472,599.0,5.57,598.6,6.05,78.64,26.82,36.331,pastizal
85cf8a17fffffff,-45.714,-71.144,6.0,0,0.121639356,682.0,5.57,598.6,6.05,78.64,34.379,19.455,pastizal
85cf8a1bfffffff,-45.682,-70.808,3.0,0,0.017213544,497.0,5.57,598.6,6.05,78.64,42.814,23.467,pastizal
85cf8a27fffffff,-45.294,-71.58,3.0,0,0.029992353,569.0,5.57,598.6,6.05,78.64,29.074,69.165,pastizal
85cf8a53fffffff,-45.648,-70.473,11.0,0,0.005961719,544.0,7.07,485.45,6.48,72.74,17.252,16.054,suelo_desnudo
85cf8a57fffffff,-45.59,-70.658,9.0,0,0.051824864,615.0,7.07,485.45,6.48,72.74,32.894,31.566,pastizal
85cf8a67fffffff,-45.174,-71.095,1.0,0,0.021117039,877.0,6.59,638.75,6.64,74.52,25.706,79.107,pastizal
85cf8ab3fffffff,-45.896,-71.449,1.0,0,0.05317118,726.0,5.57,598.6,6.05,78.64,38.465,3.696,pastizal
85cf8b03fffffff,-45.201,-72.286,1.0,0,0.012206804,906.0,5.23,1408.9,2.43,88.85,71.515,93.831,bosque
85cf8b1bfffffff,-45.262,-72.102,3.0,0,0.0140965255,1063.0,5.23,1408.9,2.43,88.85,55.689,80.797,bosque
85cf8b33fffffff,-45.077,-72.656,4.0,0,0.014575845,866.0,5.23,1408.9,2.43,88.85,103.442,122.137,bosque
85cf8b53fffffff,-45.234,-71.764,1.0,0,0.192544,495.0,3.78,1065.8,4.11,87.88,40.206,76.273,bosque
85cf8b57fffffff,-45.173,-71.949,1.0,0,0.058334947,643.0,3.78,1065.8,4.11,87.88,53.846,85.811,bosque
85cf8b5bfffffff,-45.144,-71.612,3.0,0,0.13501489,910.0,3.78,1065.8,4.11,87.88,45.977,85.728,pastizal
85cf8b8ffffffff,-45.442,-72.411,1.0,0,0.09339404,95.0,5.32,1098.65,2.39,86.3,70.557,79.524,bosque
85cf8b93fffffff,-45.744,-72.35,2.0,0,0.042697467,542.0,5.32,1098.65,2.39,86.3,67.96,57.925,bosque
85cf8b97fffffff,-45.683,-72.536,9.0,0,0.064687856,1188.0,5.32,1098.65,2.39,86.3,80.429,73.925,bosque
85cf8b9bfffffff,-45.654,-72.194,6.0,0,0.09649375,246.0,5.32,1098.65,2.39,86.3,53.652,51.577,pastizal
85cf8babfffffff,-45.228,-72.626,5.0,0,0.15524179,223.0,5.32,1098.65,2.39,86.3,93.679,108.112,bosque
85cf8bb3fffffff,-45.469,-72.752,4.0,0,0.14985104,471.0,5.32,1098.65,2.39,86.3,96.598,99.469,bosque
85cf8bbbfffffff,-45.38,-72.596,9.0,0,0.10586417,117.0,5.32,1098.65,2.39,86.3,86.19,95.058,bosque
85cf8bc3fffffff,-45.474,-71.885,3.0,0,0.19522403,1187.0,4.75,824.9,3.54,84.98,29.713,52.415,bosque
85cf8bc7fffffff,-45.413,-72.071,1.0,0,0.092689246,802.0,4.75,824.9,3.54,84.98,45.611,64.854,pastizal
85cf8bcbfffffff,-45.384,-71.732,5.0,0,0.35851708,1253.0,4.75,824.9,3.54,84.98,24.917,59.359,bosque
85cf8bd3fffffff,-45.625,-71.854,3.0,0,0.2539694,858.0,4.75,824.9,3.54,84.98,27.118,36.049,bosque
85cf8bd7fffffff,-45.564,-72.039,24.0,0,0.29960424,309.0,4.75,824.9,3.54,84.98,40.428,49.584,bosque
85cf8bdbfffffff,-45.535,-71.7,4.0,0,0.1055772,746.0,4.75,824.9,3.54,84.98,14.065,42.445,pastizal
85cf8c07fffffff,-47.26,-72.034,38.0,0,0.15784203,152.0,3.71,416.1,5.43,77.37,84.583,77.312,agua
85cf8c0bfffffff,-47.227,-71.683,1.0,0,0.07020213,576.0,3.71,416.1,5.43,77.37,62.019,51.37,pastizal
85cf8c0ffffffff,-47.168,-71.874,2.0,0,0.17376344,632.0,3.71,416.1,5.43,77.37,71.044,66.947,pastizal
85cf8c13fffffff,-47.47,-71.808,8.0,0,0.14885218,179.0,3.71,416.1,5.43,77.37,66.505,61.457,suelo_desnudo
85cf8c17fffffff,-47.411,-72.001,154.0,1,0.0021563824,1032.0,3.71,416.1,5.43,77.37,81.109,75.215,suelo_desnudo
85cf8c33fffffff,-47.2,-72.226,3.0,0,0.24261197,152.0,2.98,514.65,3.97,81.08,85.259,92.489,suelo_desnudo
85cf8c37fffffff,-47.14,-72.418,10.0,0,0.082046114,725.0,2.98,514.65,3.97,81.08,88.867,107.933,pastizal
85cf8c53fffffff,-47.344,-71.299,21.0,0,0.023496758,403.0,2.96,390.55,6.72,77.71,30.224,21.924,pastizal
85cf8c57fffffff,-47.285,-71.491,1.0,0,0.007685127,494.0,2.96,390.55,6.72,77.71,46.104,36.141,suelo_desnudo
85cf8c67fffffff,-46.865,-71.94,14.0,0,0.065656476,1701.0,2.49,518.3,5.43,81.47,42.188,81.56,pastizal
85cf8c6bfffffff,-46.832,-71.592,8.0,0,0.09173755,1513.0,2.49,518.3,5.43,81.47,31.406,55.433,suelo_desnudo
85cf8c87fffffff,-47.655,-72.129,8.0,0,0.11442548,1586.0,3.71,416.1,5.43,77.37,93.468,90.176,suelo_desnudo
85cf8c8ffffffff,-47.563,-71.968,21.0,0,0.0057293586,1095.0,3.71,416.1,5.43,77.37,79.537,75.505,otro_0
85cf8ca3fffffff,-47.444,-72.355,5.0,0,0.1057179,638.0,2.81,569.4,3.59,82.09,107.68,102.069,pastizal
85cf8cabfffffff,-47.352,-72.194,3.0,0,0.071931824,507.0,2.81,569.4,3.59,82.09,96.174,89.309,bosque
85cf8caffffffff,-47.292,-72.386,1.0,0,0.016246423,1312.0,2.81,569.4,3.59,82.09,100.509,103.806,suelo_desnudo
85cf8cb7fffffff,-47.536,-72.517,1.0,0,0.09463322,975.0,2.81,569.4,3.59,82.09,120.213,115.302,bosque
85cf8cbbfffffff,-47.503,-72.162,32.0,0,0.06272575,1563.0,2.81,569.4,3.59,82.09,93.285,88.325,suelo_desnudo
85cf8cc7fffffff,-47.529,-71.615,3.0,0,0.011953836,134.0,5.39,295.65,6.34,69.31,52.72,49.072,suelo_desnudo
85cf8ccffffffff,-47.436,-71.457,80.0,0,0.011622658,156.0,5.39,295.65,6.34,69.31,39.961,34.708,suelo_desnudo
85cf8d43fffffff,-46.775,-72.671,26.0,0,0.09449163,202.0,2.98,514.65,3.97,81.08,83.505,123.981,agua
85cf8d47fffffff,-46.713,-72.862,1.0,0,0.10420028,534.0,2.98,514.65,3.97,81.08,96.08,129.069,bosque
85cf8d4bfffffff,-46.684,-72.511,9.0,0,0.06886488,202.0,2.98,514.65,3.97,81.08,69.13,108.422,agua
85cf8d4ffffffff,-46.623,-72.701,37.0,0,0.1463523,319.0,2.98,514.65,3.97,81.08,82.545,113.222,bosque
85cf8d57fffffff,-46.866,-72.832,6.0,0,0.23381057,204.0,2.98,514.65,3.97,81.08,98.369,139.639,bosque
85cf8d5bfffffff,-46.836,-72.48,1.0,0,0.066678025,616.0,2.98,514.65,3.97,81.08,72.361,120.841,bosque
85cf8d67fffffff,-46.436,-73.272,5.0,0,0.04499233,92.0,2.82,1441.75,3.33,89.12,126.737,138.344,bosque
85cf8d6ffffffff,-46.346,-73.111,4.0,0,0.0119919,855.0,2.82,1441.75,3.33,89.12,116.082,123.015,bosque
85cf8d9bfffffff,-47.353,-73.097,5.0,0,0.28259316,164.0,2.33,795.7,3.53,86.25,142.911,157.544,nieve_hielo
85cf8dc3fffffff,-47.17,-72.771,11.0,0,0.2609002,620.0,2.98,514.65,3.97,81.08,110.997,133.928,pastizal
85cf8dc7fffffff,-47.109,-72.964,4.0,0,0.18444158,834.0,2.98,514.65,3.97,81.08,119.203,149.346,pastizal
85cf8dcbfffffff,-47.079,-72.61,150.0,0,0.10420028,487.0,2.98,514.65,3.97,81.08,95.09,123.553,bosque
85cf8dcffffffff,-47.018,-72.802,4.0,0,0.15056784,375.0,2.98,514.65,3.97,81.08,103.469,139.303,bosque
85cf8dd3fffffff,-47.323,-72.741,582.0,1,0.19414224,153.0,2.98,514.65,3.97,81.08,120.497,130.579,pastizal
85cf8dd7fffffff,-47.262,-72.934,147.0,0,0.4652928,648.0,2.98,514.65,3.97,81.08,126.937,145.329,bosque
85cf8ddbfffffff,-47.231,-72.579,23.0,0,0.17342986,356.0,2.98,514.65,3.97,81.08,104.652,118.721,pastizal
85cf8e03fffffff,-46.672,-70.749,20.0,0,0.0014293642,549.0,7.17,255.5,6.31,68.01,16.131,9.32,suelo_desnudo
85cf8e07fffffff,-46.615,-70.937,8.0,0,0.023121305,418.0,7.17,255.5,6.31,68.01,2.285,1.085,pastizal
85cf8e0bfffffff,-46.58,-70.596,3.0,0,0.014284788,549.0,7.17,255.5,6.31,68.01,25.342,13.494,matorral
85cf8e0ffffffff,-46.522,-70.784,1.0,0,0.006901593,522.0,7.17,255.5,6.31,68.01,13.226,0.12,pastizal
85cf8e1bfffffff,-46.73,-70.56,1.0,0,0.089924656,770.0,7.17,255.5,6.31,68.01,31.828,18.525,pastizal
85cf8e23fffffff,-46.406,-71.16,13.0,0,0.011054823,494.0,7.12,270.1,6.5,69.07,27.207,26.587,pastizal
85cf8e27fffffff,-46.347,-71.348,10.0,0,0.005154525,272.0,7.12,270.1,6.5,69.07,30.844,41.621,suelo_desnudo
85cf8e33fffffff,-46.556,-71.126,2.0,0,0.028700372,273.0,7.12,270.1,6.5,69.07,15.579,15.487,pastizal
85cf8e47fffffff,-46.487,-70.444,1.0,0,0.0045638885,533.0,7.91,233.6,6.65,65.22,38.701,21.065,pastizal
85cf8ea3fffffff,-46.799,-71.246,26.0,0,0.011003422,1508.0,2.96,390.55,6.72,77.71,33.166,30.424,suelo_desnudo
85cf8ea7fffffff,-46.74,-71.436,4.0,0,0.004504861,1415.0,2.96,390.55,6.72,77.71,25.747,40.716,suelo_desnudo
85cf8eaffffffff,-46.648,-71.281,2.0,0,0.022471733,384.0,2.96,390.55,6.72,77.71,27.475,27.147,matorral
85cf8ec7fffffff,-46.879,-70.524,1.0,0,0.019791864,606.0,5.08,259.15,6.42,70.44,44.154,14.646,suelo_desnudo
85cf8ed7fffffff,-47.029,-70.487,10.0,0,0.023701755,597.0,5.08,259.15,6.42,70.44,56.901,14.991,pastizal
85cf9007fffffff,-47.064,-65.995,1.0,0,0.02583969,0.0,10.38,405.15,7.16,75.13,76.709,59.463,agua
85cf9097fffffff,-47.593,-65.988,1.0,0,0.07103369,107.0,9.95,317.55,6.99,72.08,18.733,6.644,pastizal
85cf9123fffffff,-46.522,-67.519,123.0,0,0.12359345,67.0,10.85,295.65,6.75,63.07,7.465,4.115,matorral
85cf9127fffffff,-46.47,-67.703,84.0,0,0.41930613,316.0,10.85,295.65,6.75,63.07,11.282,14.266,matorral
85cf912ffffffff,-46.376,-67.562,1.0,0,0.106232405,24.0,10.85,295.65,6.75,63.07,7.344,0.532,matorral
85cf9133fffffff,-46.668,-67.475,90.0,0,0.035785746,131.0,10.85,295.65,6.75,63.07,15.578,6.635,pastizal
85cf9137fffffff,-46.616,-67.66,220.0,1,0.01285623,310.0,10.85,295.65,6.75,63.07,7.029,17.723,matorral
85cf9193fffffff,-47.301,-67.11,4.0,0,0.033528365,123.0,10.33,273.75,6.57,63.87,13.42,7.01,pastizal
85cf91d3fffffff,-47.159,-66.642,2.0,0,0.06855354,164.0,10.33,273.75,6.57,63.87,38.1,26.823,pastizal
85cf942ffffffff,-47.737,-65.939,8.0,0,0.19029404,39.0,9.62,332.15,7.22,73.99,3.362,1.308,pastizal
85cf955bfffffff,-47.69,-66.127,1.0,0,0.16875316,103.0,9.96,251.85,6.54,62.83,18.365,7.968,pastizal
85cf9833fffffff,-45.268,-69.048,1.0,0,0.0025413383,338.0,7.53,354.05,7.38,69.58,35.384,33.646,suelo_desnudo
85cf9877fffffff,-45.084,-68.764,7.0,0,0.018731218,643.0,9.2,262.8,6.74,63.59,54.661,60.062,pastizal
85cf9887fffffff,-45.71,-68.931,6.0,0,0.004538417,268.0,8.81,244.55,6.92,63.29,17.48,3.443,suelo_desnudo
85cf988bfffffff,-45.672,-68.605,7.0,0,0.012622162,258.0,8.81,244.55,6.92,63.29,37.405,9.639,suelo_desnudo
85cf9893fffffff,-45.912,-68.707,27.0,0,0.23578109,565.0,8.81,244.55,6.92,63.29,45.841,14.598,pastizal
85cf9897fffffff,-45.857,-68.891,22.0,0,0.34362867,360.0,8.81,244.55,6.92,63.29,33.185,14.918,pastizal
85cf989bfffffff,-45.819,-68.564,187.0,1,0.012563689,361.0,8.81,244.55,6.92,63.29,47.027,6.975,pastizal
85cf98affffffff,-45.36,-69.192,4.0,0,0.036464166,270.0,8.24,324.85,7.02,68.13,26.868,19.253,agua
85cf98b3fffffff,-45.655,-69.114,4.0,0,0.016887847,280.0,8.24,324.85,7.02,68.13,8.406,6.469,pastizal
85cf98b7fffffff,-45.6,-69.297,1.0,0,0.004016755,345.0,8.24,324.85,7.02,68.13,17.803,1.038,suelo_desnudo
85cf98bbfffffff,-45.563,-68.97,61.0,0,0.11723863,264.0,8.24,324.85,7.02,68.13,8.109,4.763,pastizal
85cf98c3fffffff,-45.633,-68.281,19.0,0,0.13134205,450.0,9.05,251.85,7.0,63.48,61.687,10.352,pastizal
85cf98c7fffffff,-45.579,-68.463,1.0,0,0.030413646,404.0,9.05,251.85,7.0,63.48,47.285,17.244,suelo_desnudo
85cf98cbfffffff,-45.54,-68.14,1.0,0,0.013820357,334.0,9.05,251.85,7.0,63.48,61.527,24.586,suelo_desnudo
85cf98d3fffffff,-45.779,-68.24,186.0,1,0.023039855,689.0,9.05,251.85,7.0,63.48,55.413,0.303,pastizal
85cf98dbfffffff,-45.686,-68.099,9.0,0,0.040658496,514.0,9.05,251.85,7.0,63.48,49.828,8.832,pastizal
85cf9903fffffff,-44.986,-69.957,6.0,0,0.0072679576,559.0,7.48,485.45,6.41,71.68,40.538,6.383,suelo_desnudo
85cf9907fffffff,-44.929,-70.138,21.0,0,0.0700015,513.0,7.48,485.45,6.41,71.68,55.57,4.123,pastizal
85cf9917fffffff,-45.077,-70.102,1.0,0,0.008886504,522.0,7.48,485.45,6.41,71.68,50.705,6.92,suelo_desnudo
85cf992ffffffff,-44.573,-70.39,7.0,0,0.0064092544,598.0,6.68,693.5,6.52,75.54,58.073,0.809,suelo_desnudo
85cf9953fffffff,-45.009,-69.45,1.0,0,0.021881191,901.0,7.53,354.05,7.38,69.58,7.588,44.973,otro_0
85cf995bfffffff,-44.917,-69.306,1.0,0,0.034137927,843.0,7.53,354.05,7.38,69.58,21.381,58.166,pastizal
85cf9973fffffff,-44.747,-69.849,1.0,0,0.015434404,734.0,7.3,602.25,6.71,73.29,47.856,23.101,pastizal
85cf99c7fffffff,-45.191,-69.738,1.0,0,0.024270462,890.0,7.53,354.05,7.38,69.58,25.426,16.917,pastizal
85cf99cbfffffff,-45.156,-69.412,1.0,0,0.011562847,890.0,7.53,354.05,7.38,69.58,9.592,35.968,pastizal
85cf99d7fffffff,-45.34,-69.701,2.0,0,0.009469786,959.0,7.53,354.05,7.38,69.58,34.876,12.804,pastizal
85cf99dbfffffff,-45.304,-69.374,2.0,0,0.00834503,306.0,7.53,354.05,7.38,69.58,26.141,21.253,suelo_desnudo
85cf9a27fffffff,-44.425,-68.286,1.0,0,0.10232495,440.0,9.59,251.85,6.6,61.87,117.765,59.67,pastizal
85cf9a43fffffff,-44.601,-67.262,2.0,0,0.0017658712,282.0,10.75,237.25,6.39,59.36,124.657,44.933,suelo_desnudo
85cf9a73fffffff,-44.495,-67.617,1.0,0,0.0012779831,263.0,10.75,237.25,6.39,59.36,149.681,70.533,suelo_desnudo
85cf9b2ffffffff,-43.943,-69.39,1.0,0,0.021478197,799.0,7.69,478.15,7.05,69.24,87.384,17.235,pastizal
85cf9b43fffffff,-44.224,-68.503,1.0,0,0.03336374,632.0,9.52,361.35,6.29,63.74,121.334,37.846,pastizal
85cf9b6bfffffff,-43.876,-68.758,1.0,0,0.06686622,386.0,9.52,361.35,6.29,63.74,138.695,4.529,matorral
85cf9bcbfffffff,-44.516,-68.424,9.0,0,0.028034644,484.0,8.27,292.0,6.77,66.41,102.857,69.286,pastizal
85cf9bcffffffff,-44.461,-68.602,12.0,0,0.0261192,954.0,8.27,292.0,6.77,66.41,96.293,65.331,pastizal
85cf9c07fffffff,-46.354,-68.586,1.0,0,0.106084116,377.0,9.85,251.85,6.73,60.56,33.448,64.513,pastizal
85cf9c13fffffff,-46.554,-68.359,25.0,0,0.37123892,332.0,9.85,251.85,6.73,60.56,40.259,64.814,pastizal
85cf9c17fffffff,-46.501,-68.545,1.0,0,0.017298425,270.0,9.85,251.85,6.73,60.56,29.693,76.397,suelo_desnudo
85cf9c1bfffffff,-46.46,-68.215,86.0,0,0.2663704,258.0,9.85,251.85,6.73,60.56,41.816,50.922,pastizal
85cf9c27fffffff,-46.098,-68.996,20.0,0,0.31534436,378.0,8.81,244.55,6.92,63.29,49.295,23.704,pastizal
85cf9c37fffffff,-46.246,-68.956,2.0,0,0.059893973,527.0,8.81,244.55,6.92,63.29,32.677,36.381,pastizal
85cf9c53fffffff,-46.418,-67.888,2.0,0,0.17638087,242.0,9.85,251.85,6.73,60.56,25.394,25.727,matorral
85cf9c6ffffffff,-45.873,-68.381,1.0,0,0.005916137,651.0,9.62,262.8,7.11,61.47,62.272,14.533,pastizal
85cf9c7bfffffff,-46.073,-68.156,4.0,0,0.020503243,373.0,9.62,262.8,7.11,61.47,48.494,30.898,matorral
85cf9ca3fffffff,-46.541,-68.876,26.0,0,0.078512006,335.0,9.08,226.3,6.65,61.49,3.887,65.359,pastizal
85cf9cb7fffffff,-46.635,-69.022,2.0,0,0.01877741,281.0,9.08,226.3,6.65,61.49,11.573,69.821,pastizal
85cf9cbbfffffff,-46.595,-68.69,12.0,0,0.007550989,372.0,9.08,226.3,6.65,61.49,18.95,78.55,pastizal
85cf9cc3fffffff,-46.659,-67.988,70.0,0,0.38087204,292.0,9.85,251.85,6.73,60.56,15.137,41.09,pastizal
85cf9cc7fffffff,-46.607,-68.173,300.0,1,0.25183034,304.0,9.85,251.85,6.73,60.56,26.224,52.184,pastizal
85cf9ccbfffffff,-46.565,-67.845,470.0,1,0.12779891,320.0,9.85,251.85,6.73,60.56,17.87,26.766,pastizal
85cf9ccffffffff,-46.512,-68.03,136.0,0,0.38915366,333.0,9.85,251.85,6.73,60.56,31.729,39.481,pastizal
85cf9cd3fffffff,-46.806,-67.945,298.0,1,0.5523241,284.0,9.85,251.85,6.73,60.56,1.159,43.151,pastizal
85cf9cd7fffffff,-46.754,-68.131,1.0,0,0.6528384,297.0,9.85,251.85,6.73,60.56,13.432,55.885,pastizal
85cf9d13fffffff,-46.173,-69.659,1.0,0,0.016102346,634.0,7.75,284.7,6.78,67.42,69.053,16.564,pastizal
85cf9d1bfffffff,-46.081,-69.512,2.0,0,0.078421436,414.0,7.75,284.7,6.78,67.42,64.821,4.882,pastizal
85cf9d27fffffff,-45.706,-70.289,3.0,0,0.0060695033,551.0,7.75,284.7,6.78,67.42,3.274,2.043,suelo_desnudo
85cf9d43fffffff,-45.895,-69.22,8.0,0,0.0039593056,348.0,8.36,262.8,6.66,65.14,36.295,12.191,suelo_desnudo
85cf9d4ffffffff,-45.748,-69.259,6.0,0,0.03293133,308.0,8.36,262.8,6.66,65.14,23.205,15.161,pastizal
85cf9d53fffffff,-46.043,-69.181,1.0,0,0.018236887,433.0,8.36,262.8,6.66,65.14,51.524,8.296,pastizal
85cf9d57fffffff,-45.988,-69.365,1.0,0,0.022608329,414.0,8.36,262.8,6.66,65.14,50.237,6.285,suelo_desnudo
85cf9d5bfffffff,-45.95,-69.036,7.0,0,0.03200892,386.0,8.36,262.8,6.66,65.14,40.559,18.823,pastizal
85cf9d63fffffff,-45.636,-69.626,2.0,0,0.01402601,905.0,8.24,324.85,7.02,68.13,43.73,19.32,suelo_desnudo
85cf9d7bfffffff,-45.692,-69.442,1.0,0,0.0063402494,1069.0,8.24,324.85,7.02,68.13,31.33,16.3,pastizal
85cf9d83fffffff,-46.415,-69.769,3.0,0,0.004043274,595.0,7.91,233.6,6.65,65.22,65.215,44.63,pastizal
85cf9d87fffffff,-46.359,-69.956,1.0,0,0.006153619,587.0,7.91,233.6,6.65,65.22,78.195,44.903,pastizal
85cf9d8bfffffff,-46.322,-69.621,17.0,0,0.0018334804,688.0,7.91,233.6,6.65,65.22,57.865,32.567,pastizal
85cf9d97fffffff,-46.508,-69.919,1.0,0,0.0014287673,376.0,7.91,233.6,6.65,65.22,75.067,58.15,suelo_desnudo
85cf9d9bfffffff,-46.47,-69.583,2.0,0,0.0071955794,595.0,7.91,233.6,6.65,65.22,49.905,48.539,pastizal
85cf9dcbfffffff,-46.191,-69.141,1.0,0,0.001824262,417.0,8.56,222.65,6.5,63.18,42.001,21.83,suelo_desnudo
85cf9dcffffffff,-46.136,-69.327,9.0,0,0.005276156,401.0,8.56,222.65,6.5,63.18,54.231,9.871,pastizal
85cf9e03fffffff,-45.75,-67.414,31.0,0,0.12861696,73.0,11.47,288.35,7.42,64.11,10.845,6.654,agua
85cf9e07fffffff,-45.698,-67.595,5.0,0,0.010552167,280.0,11.47,288.35,7.42,64.11,18.146,1.377,matorral
85cf9e0ffffffff,-45.605,-67.457,18.0,0,0.024702985,488.0,11.47,288.35,7.42,64.11,25.961,12.567,pastizal
85cf9e17fffffff,-45.844,-67.552,128.0,0,0.15319824,298.0,11.47,288.35,7.42,64.11,4.921,5.116,matorral
85cf9e23fffffff,-45.5,-67.819,1.0,0,0.12054141,638.0,9.05,251.85,7.0,63.48,46.177,15.766,pastizal
85cf9e2bfffffff,-45.407,-67.68,2.0,0,0.025207484,414.0,9.05,251.85,7.0,63.48,50.536,11.621,suelo_desnudo
85cf9e33fffffff,-45.646,-67.777,18.0,0,0.31737855,650.0,9.05,251.85,7.0,63.48,31.77,9.291,pastizal
85cf9e37fffffff,-45.593,-67.958,8.0,0,0.1184959,669.0,9.05,251.85,7.0,63.48,46.481,22.387,pastizal
85cf9e3bfffffff,-45.553,-67.638,2.0,0,0.3715577,637.0,9.05,251.85,7.0,63.48,34.183,1.016,pastizal
85cf9e6bfffffff,-45.273,-67.226,6.0,0,0.052920703,489.0,10.06,259.15,7.4,62.35,65.744,4.785,matorral
85cf9e73fffffff,-45.512,-67.319,84.0,0,0.03187385,322.0,10.06,259.15,7.4,62.35,38.276,14.523,matorral
85cf9e77fffffff,-45.459,-67.5,18.0,0,0.022937277,629.0,10.06,259.15,7.4,62.35,42.139,1.081,pastizal
85cf9e8ffffffff,-45.99,-67.509,3.0,0,0.06532101,0.0,11.47,288.35,7.42,64.11,6.673,5.574,agua
85cf9ea3fffffff,-45.885,-67.874,52.0,0,0.039215043,425.0,9.62,262.8,7.11,61.47,24.919,4.804,matorral
85cf9eabfffffff,-45.792,-67.734,2.0,0,0.015795572,422.0,9.62,262.8,7.11,61.47,19.883,7.803,matorral
85cf9eaffffffff,-45.739,-67.916,9.0,0,0.010792415,655.0,9.62,262.8,7.11,61.47,34.77,10.181,matorral
85cf9ebbfffffff,-45.938,-67.692,27.0,0,0.057108656,250.0,9.62,262.8,7.11,61.47,10.254,5.011,matorral
85cfa00bfffffff,-50.769,-69.504,1.0,0,0.041859552,265.0,6.93,390.55,6.88,72.3,95.975,0.467,pastizal
